codelen	nnei	nind	nnon	npat	nsite	pCL	pFN	pCL2	pFN2	pCF	q
1126	23	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1088	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
32	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1709	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1368	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
124	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1297	13	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2293	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
383	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1845	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
598	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1597	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
708	13	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
852	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
160	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
184	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1073	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
274	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
178	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
291	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
953	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
3116	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
738	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1634	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1365	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
736	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
212	20	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
790	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1041	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
416	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1265	20	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
820	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
329	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
283	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
450	52	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1237	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
82	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
968	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
694	7	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
992	27	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
803	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
389	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
599	14	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
934	21	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1811	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
484	21	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
275	5	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
107	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1442	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1507	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
249	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
96	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
387	19	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1153	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1535	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
989	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1523	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
742	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
380	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
335	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
170	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
747	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1032	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
415	26	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1789	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2753	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
761	17	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1028	27	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
488	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
243	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
745	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
321	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
800	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
490	10	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
945	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
376	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
381	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
659	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1627	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
246	50	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
753	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1346	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
76	16	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
40	37	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
539	6	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1981	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
422	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
464	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
203	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
995	6	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
179	57	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
218	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
665	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
108	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1988	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
821	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1082	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
881	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1134	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
217	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
867	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1145	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
676	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
903	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
617	31	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
560	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1893	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
749	5	2	2	1	2	NaN	NaN	NaN	NaN	NaN	1.000000e-16
294	127	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
203	8	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
446	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
963	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
706	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
215	6	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
690	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
756	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1486	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
120	19	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
636	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
293	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1034	22	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1506	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
196	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2397	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
705	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
910	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1521	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
146	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
562	17	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1231	14	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
219	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
335	16	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
481	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
414	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
335	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
650	8	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1244	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
352	19	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
637	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
222	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
519	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1008	13	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1884	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
541	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
886	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1441	11	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
878	40	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1024	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
865	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1796	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
765	16	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
841	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
642	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
164	96	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
534	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1386	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1870	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
556	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
287	28	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
651	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
477	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
346	119	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
117	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1396	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
847	41	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
516	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
905	7	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
775	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
458	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
534	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
677	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
853	14	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
552	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1119	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1149	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1378	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
194	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
22	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
397	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
379	6	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
525	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
838	20	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
681	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
322	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
662	27	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2678	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
436	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1492	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1208	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
341	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
50	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
837	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1305	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1031	12	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
361	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
508	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
403	30	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
801	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1412	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
891	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
94	8	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
183	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
81	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
775	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
280	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
485	21	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
767	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1030	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
502	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1015	14	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
615	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
396	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1083	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1094	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1124	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
535	53	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
177	106	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
331	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
3050	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
746	13	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
508	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
404	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
308	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
949	13	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
549	11	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
210	27	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1069	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
451	30	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
698	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
177	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2562	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
757	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
157	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
406	7	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
807	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1205	15	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
652	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
818	13	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
76	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
380	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
184	21	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
657	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
691	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
490	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
610	11	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
221	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1267	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
416	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
288	24	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
917	10	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
435	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1671	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
663	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1029	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1106	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
312	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
435	11	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
868	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1752	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
742	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1484	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2156	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1504	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1050	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1324	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
431	13	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
133	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
292	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
533	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
712	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
544	7	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1489	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1210	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
349	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
955	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
233	57	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
859	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
92	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
191	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
263	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
773	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
506	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
526	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
689	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
97	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
572	36	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2746	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
204	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
241	12	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
769	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1046	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
323	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
361	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
105	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
63	127	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
428	17	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
695	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
563	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
898	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1056	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
160	8	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
904	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
450	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
575	23	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
747	1	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
337	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
302	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
224	16	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
729	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
826	19	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1111	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1274	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
641	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
980	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
132	45	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
427	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
488	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
428	4	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
102	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
568	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
668	3	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
492	9	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
665	2	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
575	25	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
395	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1647	32	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
317	10	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2176	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2307	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1303	20	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1091	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
837	4	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
432	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	7	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
105	81	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
69	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
124	0	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2120	3	1	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
996	6	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1949	5	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
410	35	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
482	2	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
286	41	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
418	28	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
433	15	0	1	1	1	NaN	NaN	NaN	NaN	NaN	1.000000e-16
