codelen	nnei	nind	nnon	npat	nsite	pCL	pFN	pCL2	pFN2	pCF	q
305	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
228	62	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
494	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1152	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
266	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
719	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
96	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
406	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
673	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
99	44	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
116	41	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
730	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
729	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2097	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
898	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
396	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
890	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
212	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1096	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
331	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
242	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
318	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
470	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
166	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
25	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
61	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
95	40	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
378	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
483	24	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
32	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
519	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
192	71	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
41	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
339	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
556	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
393	14	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	44	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
60	26	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
305	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
314	79	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
69	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
204	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
19	30	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
94	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
682	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
348	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
56	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
942	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
165	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
72	125	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
182	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
144	34	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
159	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
354	46	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
453	43	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
23	27	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
63	81	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
281	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
30	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
93	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
24	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
208	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
33	72	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
149	38	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
55	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
29	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
49	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
28	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
448	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
85	26	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
55	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
38	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
786	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
323	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
527	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
949	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
488	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
138	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
374	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
647	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
216	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
83	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
235	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
242	93	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
849	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
473	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
240	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
234	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
317	57	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
662	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
246	33	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
36	37	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
82	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
90	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
70	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
102	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
160	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
59	53	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
152	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
372	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
22	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
50	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
93	49	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
467	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
344	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
91	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
52	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
22	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
109	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
239	159	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
317	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
83	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
51	161	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
45	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
166	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
380	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
667	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
132	83	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
415	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
408	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
408	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
408	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
409	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
34	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	69	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
364	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
300	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
721	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
23	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
451	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
137	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
14	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
47	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
624	46	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
204	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
96	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
168	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
247	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
121	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
545	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
196	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
510	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
57	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
162	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
483	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
168	30	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
191	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
242	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
155	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
128	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
38	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
736	14	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
149	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
86	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
351	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
86	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
73	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
319	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	40	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2037	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
419	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
323	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
109	42	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	32	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
475	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1337	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
100	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
492	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
239	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
207	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
89	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
521	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
40	42	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
108	101	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
437	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
610	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	43	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
28	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
35	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
308	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1549	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
634	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1274	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
269	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
437	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
173	34	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
126	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
351	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
732	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
600	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1269	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
181	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1180	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
636	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
152	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	74	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
55	36	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
61	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
140	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
140	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
147	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
278	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
143	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
139	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
286	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
60	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
144	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
34	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
31	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
290	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
286	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
58	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
60	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
139	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
284	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
285	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
139	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
149	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
10	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
168	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
54	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
429	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
35	30	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
505	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
467	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
649	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
26	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
57	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
76	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
312	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
616	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
314	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
743	46	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
225	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
139	105	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1248	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2135	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
274	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1042	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
163	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
165	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1602	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1039	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
200	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
280	28	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
442	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
309	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
17	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
35	70	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
60	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1151	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
332	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
283	38	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
327	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
379	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
256	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
89	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
180	108	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
154	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
430	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
501	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
149	79	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
50	23	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
216	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
442	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
80	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
179	14	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
447	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
391	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
525	43	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
328	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
222	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
438	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1984	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
630	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
563	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
94	55	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
96	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
100	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
99	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
165	23	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
352	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
747	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
200	42	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
135	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
913	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1144	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
902	28	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
782	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
202	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
169	69	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
58	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
19	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
333	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
410	41	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
134	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
31	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
159	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
873	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
231	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2379	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
97	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1463	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
108	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2373	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
315	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
317	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
11	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
8	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
8	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
155	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
187	43	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
92	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
202	38	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
104	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
17	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
218	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
104	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
296	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
247	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
254	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
104	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
322	174	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
83	126	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
152	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
882	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2162	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
22	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
450	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1171	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
175	27	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1214	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
647	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
38	62	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
277	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1343	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
