ID	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml
mirna_pre::mirbase_pre::hsa-mir-185::MI0000482	1	0.9999999999999999	1	NA
mirna_pre::mirbase_pre::hsa-mir-186::MI0000483	0.242705234362491	0.16605047700743422	0.625099370377919	0.03879
mirna_pre::mirbase_pre::hsa-mir-187::MI0000274	0.117931105936496	0.006814806048631628	0.0216578747678774	0.44799
mirna_pre::mirbase_pre::hsa-mir-188::MI0000484	0.00360080601917821	0.011740298976204561	0.0660169828001266	0.6042
mirna_pre::mirbase_pre::hsa-mir-18a::MI0000072	1	0.9999999999999998	1	NA
mirna_pre::mirbase_pre::hsa-mir-18b::MI0001518	1	0.9918484001456045	1	NA
mirna_pre::mirbase_pre::hsa-mir-1908::MI0008329	1	0.9999478863437808	1	NA
mirna_pre::mirbase_pre::hsa-mir-1909::MI0008330	1	0.9972915407195543	1	NA
mirna_pre::mirbase_pre::hsa-mir-190a::MI0000486	1	0.9999999999999998	1	NA
mirna_pre::mirbase_pre::hsa-mir-190b::MI0005545	1	0.9925646957342278	1	NA
mirna_pre::mirbase_pre::hsa-mir-1910::MI0008331	1	0.9999999999999998	1	NA
mirna_pre::mirbase_pre::hsa-mir-1911::MI0008332	1	0.9940090746541285	1	NA
mirna_pre::mirbase_pre::hsa-mir-1912::MI0008333	1	0.9991611847322366	1	NA
mirna_pre::mirbase_pre::hsa-mir-1913::MI0008334	1	0.9984308146162815	1	NA
mirna_pre::mirbase_pre::hsa-mir-1914::MI0008335	1	0.9988049509291902	1	NA
mirna_pre::mirbase_pre::hsa-mir-1915::MI0008336	1	0.9959105829949637	1	NA
mirna_pre::mirbase_pre::hsa-mir-191::MI0000465	1	0.9925270120880728	1	NA
mirna_pre::mirbase_pre::hsa-mir-192::MI0000234	1	0.9933917147779564	1	NA
mirna_pre::mirbase_pre::hsa-mir-193a::MI0000487	0.15626345277709	0.2864675366748707	0.417226187718179	0.66027
mirna_pre::mirbase_pre::hsa-mir-193b::MI0003137	1	1.0	1	NA
mirna_pre::mirbase_pre::hsa-mir-194-1::MI0000488	0.167794639020183	0.21088920171190007	0.489832858927985	0.64068
mirna_pre::mirbase_pre::hsa-mir-194-2::MI0000732	1	0.9942343023277138	1	NA
mirna_pre::mirbase_pre::hsa-mir-195::MI0000489	1	1.0	1	NA
mirna_pre::mirbase_pre::hsa-mir-196a-1::MI0000238	0.0235810164473015	0.3940827034877697	0.125907072138482	0.7543
mirna_pre::mirbase_pre::hsa-mir-196a-2::MI0000279	0.368805777528662	0.2544282517294483	0.588337709282471	0.63263
mirna_pre::mirbase_pre::hsa-mir-196b::MI0001150	0.248343696080007	0.09994421992966215	0.557016104799555	0.79554
mirna_pre::mirbase_pre::hsa-mir-1972-1::MI0009982	1	1.0	1	NA
mirna_pre::mirbase_pre::hsa-mir-1972-2::MI0015977	1	0.9957713258052494	1	NA
mirna_pre::mirbase_pre::hsa-mir-1973::MI0009983	1	0.9970989237056566	1	NA
mirna_pre::mirbase_pre::hsa-mir-1976::MI0009986	1	0.9978575546119459	1	NA
mirna_pre::mirbase_pre::hsa-mir-197::MI0000239	0.107427346709223	0.01584574467552775	0.377134667891753	0.52986
mirna_pre::mirbase_pre::hsa-mir-198::MI0000240	1	0.9999999999999999	1	NA
mirna_pre::mirbase_pre::hsa-mir-199a-1::MI0000242	1	0.995551287705863	1	NA
mirna_pre::mirbase_pre::hsa-mir-199a-2::MI0000281	1	0.9967115473572554	1	NA
mirna_pre::mirbase_pre::hsa-mir-199b::MI0000282	1	0.9986628058948444	1	NA
mirna_pre::mirbase_pre::hsa-mir-19a::MI0000073	1	0.9999999999999998	1	NA
mirna_pre::mirbase_pre::hsa-mir-19b-1::MI0000074	1	0.9999999999999999	1	NA
mirna_pre::mirbase_pre::hsa-mir-19b-2::MI0000075	1	1.0	1	NA
mirna_pre::mirbase_pre::hsa-mir-200a::MI0000737	1	0.9953141463501888	1	NA
mirna_pre::mirbase_pre::hsa-mir-200b::MI0000342	1	0.9953141463501888	1	NA
mirna_pre::mirbase_pre::hsa-mir-200c::MI0000650	1	0.9983684231790041	1	NA
mirna_pre::mirbase_pre::hsa-mir-202::MI0003130	0.295275503127479	0.060566150734627455	0.539458263110714	0.9974
mirna_pre::mirbase_pre::hsa-mir-203a::MI0000283	1	0.9928698936761684	1	NA
mirna_pre::mirbase_pre::hsa-mir-203b::MI0017343	1	0.9999256668316963	1	NA
mirna_pre::mirbase_pre::hsa-mir-204::MI0000284	1	1.0	1	NA
mirna_pre::mirbase_pre::hsa-mir-2052::MI0010486	1	0.9995604576331266	1	NA
