ID	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml	Brown_observed	Fisher_observed	Brown_Scale_C_observed	Brown_DF_observed
mirna_mat::mirbase_mature::hsa-miR-501-5p::MIMAT0002872	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5010-3p::MIMAT0021044	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5010-5p::MIMAT0021043	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5011-3p::MIMAT0021046	1	0.997473539095065	1	NA	0.999971683071374	0.999999997307162	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5011-5p::MIMAT0021045	1	0.997473539095065	1	NA	0.999971683071374	0.999999997307162	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-502-3p::MIMAT0004775	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-502-5p::MIMAT0002873	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-503-3p::MIMAT0022925	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-503-5p::MIMAT0002874	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-504-3p::MIMAT0026612	1	0.989973239138472	1	NA	0.999766562773555	0.999999830718911	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-504-5p::MIMAT0002875	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5047::MIMAT0020541	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-505-3p::MIMAT0002876	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-505-5p::MIMAT0004776	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-506-3p::MIMAT0002878	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-506-5p::MIMAT0022701	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-507::MIMAT0002879	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-508-3p::MIMAT0002880	0.0537061739830152	0.999973993400903	0.252689767936455	0.26966	0.222370092008761	0.189495241816778	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-508-5p::MIMAT0004778	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5087::MIMAT0021079	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5088-3p::MIMAT0027041	0.0349752958438287	1	0.147017063796263	0.94488	0.249404162728209	0.222082909827913	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-5088-5p::MIMAT0021080	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5089-3p::MIMAT0022984	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5089-5p::MIMAT0021081	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-3-5p::MIMAT0004975	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-3p::MIMAT0002881	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-3p::MIMAT0002881_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-3p::MIMAT0002881_2	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-5p::MIMAT0004779	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-509-5p::MIMAT0004779_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5090::MIMAT0021082	1	0.993899464773382	1	NA	0.999890932969644	0.999999961985963	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5091::MIMAT0021083	0.0449528495790488	0.993349782788238	0.208112432409867	0.37776	0.218624545010389	0.185063294086933	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-5092::MIMAT0021084	1	0.999949672238549	1	NA	0.99999992868664	0.999999999999979	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5093::MIMAT0021085	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5094::MIMAT0021086	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5095::MIMAT0020600	1	0.998405606757205	1	NA	0.999985990511634	0.999999999323676	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5096::MIMAT0020603	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-510-3p::MIMAT0026613	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-510-5p::MIMAT0002882	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5100::MIMAT0022259	0.0880742384723226	1	0.176131803230189	0.5598	0.313362158792698	0.302461845421564	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-511-3p::MIMAT0026606	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-511-3p::MIMAT0026606_1	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-511-5p::MIMAT0002808	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-511-5p::MIMAT0002808_1	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-512-3p::MIMAT0002823	1	0.998826664056652	1	NA	0.999991232550617	0.999999999730538	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-512-3p::MIMAT0002823_1	1	0.998826664056652	1	NA	0.999991232550617	0.999999999730538	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-512-5p::MIMAT0002822	1	0.998826664056652	1	NA	0.999991232550617	0.999999999730538	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-512-5p::MIMAT0002822_1	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513a-3p::MIMAT0004777	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513a-3p::MIMAT0004777_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513a-5p::MIMAT0002877	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513a-5p::MIMAT0002877_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513b-3p::MIMAT0026749	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513b-5p::MIMAT0005788	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513c-3p::MIMAT0022728	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-513c-5p::MIMAT0005789	1	0.998603051684836	1	NA	0.999988553763238	0.999999999545174	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883_2	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_1	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_2	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514b-3p::MIMAT0015088	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-514b-5p::MIMAT0015087	1	0.999973993400903	1	NA	0.99999997399235	0.999999999999997	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-515-3p::MIMAT0002827	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-515-3p::MIMAT0002827_1	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-515-5p::MIMAT0002826	0.0857059266525333	0.998826664056652	0.358648291649576	0.41483	0.362228064174773	0.365880843714991	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-515-5p::MIMAT0002826_1	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516a-3p::MIMAT0006778	0.0634756013719057	0.0226021042410075	0.256541897809852	0.54614	0.0626009720961638	0.0298569315635202	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-516a-3p::MIMAT0006778_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516a-5p::MIMAT0004770	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516a-5p::MIMAT0004770_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516b-3p::MIMAT0002860	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516b-3p::MIMAT0002860_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516b-5p::MIMAT0002859	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-516b-5p::MIMAT0002859_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517-5p::MIMAT0002851	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517-5p::MIMAT0002851_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517-5p::MIMAT0002851_2	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517a-3p::MIMAT0002852	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517b-3p::MIMAT0002857	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-517c-3p::MIMAT0002866	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5186::MIMAT0021116	1	0.996577093105022	1	NA	0.99995494760614	0.999999993298835	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5187-3p::MIMAT0021118	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5187-5p::MIMAT0021117	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5188::MIMAT0021119	1	0.992783175936395	1	NA	0.99985893677122	0.999999937014022	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5189-3p::MIMAT0027088	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5189-5p::MIMAT0021120	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-518a-3p::MIMAT0002863	0.00789722255723145	0.999888540057785	0.0369680079184366	0.53638	0.0557859506775372	0.025092921014169	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-518a-3p::MIMAT0002863_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518a-5p::MIMAT0005457	0.091189011299808	0.999888540057785	0.297926304525834	0.44895	0.356418273343188	0.358283741226298	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-518a-5p::MIMAT0005457_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518b::MIMAT0002844	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518c-3p::MIMAT0002848	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518c-5p::MIMAT0002847	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518d-3p::MIMAT0002864	0.00867648429751837	0.000410414205839747	0.0320797017183501	0.71377	0.00132375897168693	7.13673045558673e-05	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-518d-5p::MIMAT0005456	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518e-3p::MIMAT0002861	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518e-5p::MIMAT0005450	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518f-3p::MIMAT0002842	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-518f-5p::MIMAT0002841	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5190::MIMAT0021121	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5191::MIMAT0021122	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5192::MIMAT0021123	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5193::MIMAT0021124	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5194::MIMAT0021125	1	0.999475657506195	1	NA	0.999997439650269	0.999999999975964	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5195-3p::MIMAT0021127	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5195-5p::MIMAT0021126	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5196-3p::MIMAT0021129	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5196-5p::MIMAT0021128	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-5197-3p::MIMAT0021131	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-5197-5p::MIMAT0021130	1	0.999100574641873	1	NA	0.99999415990141	0.999999999878651	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519a-3p::MIMAT0002869	0.0786043213104968	0.999888540057785	0.339898365525065	0.71722	0.42038312266405	0.442326237422733	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-519a-3p::MIMAT0002869_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519a-5p::MIMAT0005452	0.115898125072815	0.999888540057785	0.277423698925271	0.45078	0.379946114868655	0.389112691725026	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-519b-3p::MIMAT0002837	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519b-5p::MIMAT0005454	0.131368355444602	0.998826664056652	0.275902124854587	0.12234	0.240285536193957	0.21097970965453	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-519c-3p::MIMAT0002832	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519c-5p::MIMAT0002831	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519d-3p::MIMAT0002853	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519d-5p::MIMAT0026610	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519e-3p::MIMAT0002829	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-519e-5p::MIMAT0002828	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520a-3p::MIMAT0002834	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520a-5p::MIMAT0002833	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520b::MIMAT0002843	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520c-3p::MIMAT0002846	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520c-5p::MIMAT0005455	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520d-3p::MIMAT0002856	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520d-5p::MIMAT0002855	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520e::MIMAT0002825	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520f-3p::MIMAT0002830	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520f-5p::MIMAT0026609	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520g-3p::MIMAT0002858	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520g-5p::MIMAT0026611	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-520h::MIMAT0002867	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-521::MIMAT0002854	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-521::MIMAT0002854_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-522-3p::MIMAT0002868	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-522-5p::MIMAT0005451	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-523-3p::MIMAT0002840	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-523-5p::MIMAT0005449	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-524-3p::MIMAT0002850	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-524-5p::MIMAT0002849	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-525-3p::MIMAT0002839	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-525-5p::MIMAT0002838	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-526a::MIMAT0002845	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-526a::MIMAT0002845_1	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-526b-3p::MIMAT0002836	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-526b-5p::MIMAT0002835	1	0.998820991821802	1	NA	0.999991167689269	0.999999999726609	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-527::MIMAT0002862	1	0.999888540057785	1	NA	0.999999759697078	0.999999999999769	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-532-3p::MIMAT0004780	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-532-5p::MIMAT0002888	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-539-3p::MIMAT0022705	1	0.998187934387779	1	NA	0.999982963523295	0.999999999006973	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-539-5p::MIMAT0003163	1	0.998096599610685	1	NA	0.99998163349378	0.999999998849042	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-541-3p::MIMAT0004920	1	0.997997397033727	1	NA	0.999980150147073	0.999999998659441	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-541-5p::MIMAT0004919	1	0.997945821369021	1	NA	0.999979363318323	0.999999998553118	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-542-3p::MIMAT0003389	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-542-5p::MIMAT0003340	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-543::MIMAT0004954	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-544a::MIMAT0003164	1	0.9980863166196	1	NA	0.999981481593963	0.999999998830278	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-544b::MIMAT0015004	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-545-3p::MIMAT0003165	1	0.993047004105757	1	NA	0.999866755292067	0.999999943683576	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-545-5p::MIMAT0004785	1	0.993047004105757	1	NA	0.999866755292067	0.999999943683576	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548a-3p::MIMAT0003251	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-548a-3p::MIMAT0003251_1	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-548a-3p::MIMAT0003251_2	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548a-5p::MIMAT0004803	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548aa::MIMAT0018447	1	0.997281127414056	1	NA	0.999968319954848	0.999999996643383	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548aa::MIMAT0018447_1	1	0.999934018208477	1	NA	0.999999892137187	0.999999999999952	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548ab::MIMAT0018928	1	0.999668398284044	1	NA	0.999998728764557	0.999999999993921	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548ac::MIMAT0018938	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-548ad::MIMAT0018946	1	0.999923201351351	1	NA	0.999999863980001	0.999999999999925	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-548ae::MIMAT0018954	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
