ID	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml	Brown_observed	Fisher_observed	Brown_Scale_C_observed	Brown_DF_observed
mirna_mat::mirbase_mature::hsa-miR-1243::MIMAT0005894	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1244::MIMAT0005896	1	0.99424738759196	1	NA	0.999900307994308	0.999999968134429	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1244::MIMAT0005896_1	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1244::MIMAT0005896_2	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1245a::MIMAT0005897	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1245b-3p::MIMAT0019951	0.0883952145882471	0.0266283141448265	0.0339292304366294	0.36837	0.025331167116843	0.00750722540343145	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-1245b-5p::MIMAT0019950	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1246::MIMAT0005898	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1247-3p::MIMAT0022721	1	0.999694373431998	1	NA	0.999998877732124	0.999999999995241	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1247-5p::MIMAT0005899	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1248::MIMAT0005900	1	0.993986029578708	1	NA	0.999893292838471	0.999999963583708	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1249::MIMAT0005901	0.0350958943181434	0.119427731372644	0.0138192809684389	NA	0.0200521279032504	0.00337978259874842	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1250-3p::MIMAT0026740	1	0.998595482398971	1	NA	0.999988458830878	0.999999999537738	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1250-5p::MIMAT0005902	1	0.998595482398971	1	NA	0.999988458830878	0.999999999537738	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1251-3p::MIMAT0026741	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1251-5p::MIMAT0005903	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1252-3p::MIMAT0026744	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1252-5p::MIMAT0005944	1	0.993397469844882	1	NA	0.999876898664899	0.999999951790168	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1253::MIMAT0005904	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1254::MIMAT0005905	1	0.998753557600888	1	NA	0.999990384032332	0.999999999676949	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1254::MIMAT0005905_1	1	0.9995900892424	1	NA	0.999998242430519	0.999999999988517	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1255a::MIMAT0005906	1	0.999370583495741	1	NA	0.999996615362939	0.999999999958421	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1255b-2-3p::MIMAT0022725	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1255b-5p::MIMAT0005945	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1255b-5p::MIMAT0005945_1	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-1256::MIMAT0005907	1	NA	1	NA	1	1	1.7188699154899	2.32711036708089
mirna_mat::mirbase_mature::hsa-miR-1257::MIMAT0005908	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1258::MIMAT0005909	0.0390111550885475	0.991969574588029	0.19338949085148	0.32965	0.188950866580292	0.150781114033983	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-125a-3p::MIMAT0004602	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-125a-5p::MIMAT0000443	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-125b-1-3p::MIMAT0004592	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-125b-2-3p::MIMAT0004603	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-125b-5p::MIMAT0000423	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-125b-5p::MIMAT0000423_1	0.0360836399903711	0.133819258412998	0.173396924385669	0.17772	0.0544852462221814	0.0242137374500657	1.68599821775362	4.74496349744602
mirna_mat::mirbase_mature::hsa-miR-126-3p::MIMAT0000445	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-126-5p::MIMAT0000444	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
mirna_mat::mirbase_mature::hsa-miR-1260a::MIMAT0005911	1	1	1	NA	1	1	1.96357211035013	3.05565554143572
